noticeIdentifier,noticeVersion,procedureIdentifier,lotIdentifier,formType,noticeType,publicationDate,publicationDateBerlin,matchedVia,matchedCpvCodes,mainClassificationCode,additionalClassificationCodes,internalIdentifier,title,description,mainNature,estimatedValue,estimatedValueCurrency,buyerNames,buyerCities,locations,procedureType,procedureAccelerated,durationStartDate,durationEndDate,durationPeriod,durationPeriodUnit,guaranteeRequired,suitableForSMEs,submissionDeadlineStatus,noticeUrl,lotUrl
25823044,1,,LOT-0000,competition,cn-standard,2026-09-16T07:01:19Z,2026-09-16 09:01:19+02:00,lot,"45233280-5,45233139-3,45233100-0",45233280-5,"34928110-2,45233139-3,45233100-0",,B437 Nachrüstung FRS Jade-Schwei,B437 Nachrüstung FRS Jade-Schwei,,,,Niedersächsische Landesbehörde für Straßenbau und Verkehr - Geschäftsbereich Oldenburg,,26349 Jade / DE9 / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25823044,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25823044&lotId=LOT-0000
25823162,1,,LOT-0000,competition,cn-standard,2026-09-16T07:01:18Z,2026-09-16 09:01:18+02:00,lot,"45317300-5,45311200-2,45315400-2,45315600-4,45317000-2,45311000-0,45315100-9",45317300-5,"45311200-2,45315400-2,45315600-4,45317000-2,45311000-0,45315100-9",,LJV Ausbau Kugelstände - Neubau Trafostand - Elektrotechnik,LJV Ausbau Kugelstände - Neubau Trafostand - Elektrotechnik,,,,Landesjagdverband Nordrhein-Westfalen e. V.,,33184 Altenbeken / DEA / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25823162,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25823162&lotId=LOT-0000
25822700,1,,LOT-0000,competition,cn-standard,2026-09-16T07:01:18Z,2026-09-16 09:01:18+02:00,lot,45,45,"43,44,71",,Sanierung Spielplatz und Umfeld Kranzberg,"a) Öffentlicher Auftraggeber (Vergabestelle)

Name und Anschrift:
Stadtverwaltung Werdau
Markt 10-18
08412 Werdau
Telefon:
+49 3761594-325
Fax:
E-Mail:
2.22reich@werdau.de
Internet:
www.werdau.de

b)

Vergabeverfahren:
Öffentliche Ausschreibung, VOB/A
Vergabenummer:
26-030-51.11.01.00-A003-Rei

c) Angaben zum elektronischen Vergabeverfahren und zur Ver- und Entschlüsselung der Unterlagen

Zugelassene Angebotsabgabe
elektronisch
in Textform

d) Art des Auftrags

Ausführung von Bauleistungen

e) Ort der Ausführung

08412 Werdau

f) Art und Umfang der Leistung, ggf. aufgeteilt nach Losen

Art der Leistung:
Los 003/26 Landschaftsbauarbeiten
Umfang der Leistung:
Abbruch:
Aushub 330 m³, Betonborde/Palisaden entfernen 205 m, Betonpflaster lösen 140 m², Spiel- und Sportgeräte demontieren 3 Stk, Zaun demontieren 65 m, Sand- und Kieskasten abbrechen 110 m²
Neubau / Wiederherstellung:
Geländemodellierung ca. 95 m³, Betonborde setzen 130 m, Pflasterwege/-flächen 170 m², Sandkasten 20 m³, Kieskasten 30 m³, Robinien-Einfassung 53 m, Holzdeck 5 m², Treppe 8 Stufen, Handlauf ca. 5 m, Zaun 65 m, Spiel- und Sportelemente 4 Stk, Bänke 2 Stk, Abfallbehälter 1 Stk, Fahrradbügel 2 Stk, Podest Hangrutsche 1 Stk, Findlinge 2 Stk, Rasenfläche 700 m², Strauchflächen 320 m², Hochstämme Bäume 4 Stk, Rosen 140 Stk, Wurzelstock fräsen 6 Stk

g) Angaben über den Zweck der baulichen Anlage oder des Auftrags, wenn auch Planungsleistungen gefordert werden

Zweck der baulichen Anlage:
Zweck des Auftrags:

h) Aufteilung in Lose (Art und Umfang der Lose siehe Buchstabe f)

Vergabe nach Losen:
Nein

i) Ausführungsfristen

Beginn der Ausführung:
02.11.2026
Fertigstellung oder Dauer der Leistungen:
16.04.2027
weitere Fristen:
Fertigstellung bis 18.12.2026 Titel 01-11
Fertigstellung bis 16.04.2027 Titel 12-13

j) Nebenangebote

nur in Verbindung mit einem Hauptangebot zugelassen

k) mehrere Hauptangebote

nicht zugelassen

l) Bereitstellung/Anforderung der Vergabeunterlagen

Vergabeunterlagen werden elektronisch zur Verfügung gestellt
unter:
https://www.evergabe.de/unterlagen/54321-Tender-1a09ff7a678-6c0d75b98eb6c51e
Maßnahmen zum Schutz vertraulicher Informationen:
Nein
Nachforderung:
Fehlende Unterlagen, deren Vorlage mit dem Angebot gefordert war, werden nachgefordert

o) Ablauf der Angebotsfrist

am:
02.10.2026
um:
10:00 Uhr
Ablauf der Bindefrist am:
02.11.2026

p)

Adresse für elektronische Angebote (URL): https://www.evergabe.de
Anschrift für schriftliche Angebote: -ENTFÄLLT- (es sind ausschließlich elektronische Angebote zugelassen)

q) Sprache, in der die Angebote abgefasst sein müssen

Deutsch

r) Zuschlagskriterien

nachfolgende Zuschlagskriterien, ggf. einschl. Gewichtung:
Niedrigster Preis

s) Eröffnungstermin

Der Eröffnungstermin entfällt, es sind ausschließlich elektronische Angebote zugelassen.
Ort:
Stadt Werdau
Markt 10
08412 Werdau
Personen, die bei der Eröffnung anwesend sein dürfen:

t) geforderte Sicherheiten



u) Wesentliche Finanzierungs- und Zahlungsbedingungen und/oder Hinweise auf die maßgeblichen Vorschriften, in denen sie enthalten sind



v) Rechtsform der/Anforderung an Bietergemeinschaften

gesamtschuldnerisch haftend

w) Beurteilung der Eignung

Präqualifizierte Unternehmen führen den Nachweis der Eignung durch den Eintrag in die Liste des Vereins für die Präqualifikation von Bauunternehmen e.V. (Präqualifikationsverzeichnis). Bei Einsatz von Nachunternehmen ist auf gesondertes Verlangen nachzuweisen, dass diese präqualifiziert sind oder die Voraussetzung für die Präqualifikation erfüllen.
Nicht präqualifizierte Unternehmen haben als vorläufigen Nachweis der Eignung mit dem Angebot das ausgefüllte Formblatt ''Eigenerklärung zur Eignung'' vorzulegen. Bei Einsatz von Nachunternehmen sind auf gesondertes Verlangen die Eigenerklärungen auch für diese abzugeben. Sind die Nachunternehmen präqualifiziert, reicht die Angabe der Nummer, unter der diese in der Liste des Vereins für die Präqualifikation von Bauunternehmen e.V. (Präqualifikationsverzeichnis) geführt werden.
Gelangt das Angebot in die engere Wahl, sind die Eigenerklärungen (auch die der Nachunternehmen) auf gesondertes Verlangen durch Vorlage der in der ''Eigenerklärung zur Eignung'' genannten Bescheinigungen zuständiger Stellen zu bestätigen. Bescheinigungen, die nicht in deutscher Sprache abgefasst sind, ist eine Übersetzung in die deutsche Sprache beizufügen.
Das Formblatt 'Eigenerklärung zur Eignung' ist erhältlich:
Darüber hinaus hat der Bieter zum Nachweis seiner Fachkunde folgende Angaben gemäß § 6a Abs. 3 VOB/A zu machen:

x) Nachprüfung behaupteter Verstöße

Nachprüfungsstelle (§ 21 VOB/A):
Landesdirektion Sachsen, Referat 39
Stauffenbergallee 2
01099 Dresden

y) Sonstige Angaben




Spielplätze,Landschaftsbau/ Außenanlagen,Spielplätze/ Freizeitanlagen (Ausstattung)",,,,Stadtverwaltung Werdau,,08412 Werdau / DED / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822700,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822700&lotId=LOT-0000
25771066,2,,LOT-0000,competition,cn-standard,2026-09-16T07:01:17Z,2026-09-16 09:01:17+02:00,lot,45421131,45421131,,,ÖSR_Löningen_Innentüren_und_Stahlzargen,"Lieferung und Einbau von Innentüren und Stahlzargen. Weitere Informationen sind dem LV zu entnehmen.

ÖSR_Löningen_Innentüren_und_Stahlzargen",,,,Landkreis Cloppenburg,,"Ökologische Station
An der Südradde
49624 Löningen / DEU",de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25771066,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25771066&lotId=LOT-0000
25826926,1,,LOT-0000,competition,cn-standard,2026-09-16T07:01:16Z,2026-09-16 09:01:16+02:00,lot,45,45,"43,44,71",,Barrierefreie Gestaltung von verschiedenen Haltestellen - Straßenbau,"Barrierefreie Gestaltung von verschiedenen Haltestellen - Straßenbau

Barrierefreie Gestaltung von verschiedenen Haltestellen - Straßenbau",,,,Stadt Minden über Kreis Minden-Lübbecke,,"32425 Minden, Innenstadt / DEA / DEU",de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25826926,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25826926&lotId=LOT-0000
25825442,1,,LOT-0000,competition,cn-standard,2026-09-16T07:01:15Z,2026-09-16 09:01:15+02:00,lot,45000000,45000000,,,"Neubau Straßenmeisterei Mittenwalde, Los Herstellung Winkelstützwand - Westgrenze","Neubau Straßenmeisterei Mittenwalde, Los Herstellung Winkelstützwand - Westgrenze

Neubau Straßenmeisterei Mittenwalde, Los Herstellung Winkelstützwand - Westgrenze",,,,Landesbetrieb Straßenwesen Brandenburg Betriebssitz Hoppegarten,,Straßenmeisterei Mittenwalde / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825442,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825442&lotId=LOT-0000
25822560,1,,LOT-0000,competition,cn-standard,2026-09-16T07:01:15Z,2026-09-16 09:01:15+02:00,lot,45,45,"43,44,71",,Umbau Werkstatt zum Feuerwehrstandort in 01612 Glaubitz- Blitzschutzarbeiten,"a) Auftraggeber:  Offizielle Bezeichnung: VG Nünchritz-Glaubitz, i. A. der Gemeinde Glaubitz; Bereich/Abteilung: Bauamt; Straße, Hausnummer: Glaubitzer Straße 10; Postleitzahl: 01612; Ort: Nünchritz; Land: DE; Telefon: +49 352655000; Fax: +49 3526550053; E-Mail: post@nuenchritz.de
b) Vergabeart: Öffentliche Ausschreibung
c) Angebote können nur elektronisch abgegeben werden.
d) Art des Auftrages: Ausführung von Bauleistungen
e) Ort(e) der Ausführung: Offizielle Bezeichnung: Feuerwehrstandort Glaubitz; Straße, Hausnummer: Am Dorfteich 12; Postleitzahl: 01612; Ort: Glaubitz; Land: DE
f) Art und Umfang der Leistung: 400 m	Erdung Ringerder Stahl niro Fl30
270 m 	Erdung Funktionspotenzialausgleich Rd10-St
75 St	Verbinder Kl.N Kreuzverbindung Stahl niro
60 St	Verbindungsklemme für Bewehrungen
200 m	Fangltg Rd8-Al Flachdach
260 m	Fangltg Rd8-Al Grad und First
130 m 	Abltg Rd10-Al Wand sichtbar
5 St 	CUI-Abltg 3,5m
20 St 	Gittermatten für Potentialsteuerung
g) Es werden keine Planungsleistungen gefordert
h) Aufteilung in mehrere Lose: nein
i) Ausführungsfristen: Beginn: 02.11.2026, Ende: 30.10.2027, 1. Tiefbau: der umlaufende Ringerder muss in 4 zeitlich versetzen Bauabschnitten verlegt werden.     2. Rohbau: Das Gebäude wird in 4 zeitlich versetzen Bauabschnitten umgebaut. Die Verlegung der einzelnen neuen Fundamterder erfolgt damit auch in 4 zeitlich versetzten Bauabschnitten.      3. Fassade: Das Gebäude wird in 4 zeitlich versetzen Bauabschnitten umgebaut. Die Verlegung der einzelnen neuen Ableitungen erfolgt damit auch in 4 zeitlich versetzten Bauabschnitten.      4. Dachaufbau/Eindeckung: Das Gebäude wird in 4 zeitlich versetzen Bauabschnitten umgebaut. Die Verlegung der einzelnen neuen Fangleitungen erfolgt damit auch in 4 zeitlich versetzten Bauabschnitten. Dazu sind die verschiedenen Dachtypen (Flachdach und Schrägdach) zu beachten.     Dieser zeitliche Bauablauf ist zwingend bei der Kalkulation zu berücksichtigen und einzupreisen.
j) Gegebenenfalls Angaben nach § 8 Absatz 2 Nummer 3 zur Nichtzulassung von Nebenangeboten: Entfällt, da Nebenangebote zugelassen sind.
k) Gegebenenfalls Angaben nach § 8 Absatz 2 Nummer 4 zur Nichtzulassung der Abgabe mehrerer Hauptangebote: Die Abgabe mehrerer Hauptangebote ist nicht zugelassen. Nebenangebote zulässig nur in Verbindung mit einem Hauptangebot.
 l) Stelle, bei der die Vergabeunterlagen angefordert werden können: Die Vergabeunterlagen werden auf der Vergabeplattform evergabe.de bereitgestellt. Ein unentgeltlicher Abruf ohne Registrierung ist möglich unter https://www.evergabe.de/unterlagen/3454325/zustellweg-auswaehlen.
m) Kosten für Vervielfältigungen der Vergabeunterlagen: entfällt
n) entfällt
o) Frist für den Eingang der Angebote: 01.10.2026, 13:00 Uhr; Bindefrist: 30.10.2026
p) Elektronische Angebote sind auf der Vergabeplattform evergabe.de abzugeben.
q) Angebote sind abzufassen in: Deutsch
r) Zuschlagskriterien, sofern diese nicht in den Vergabeunterlagen genannt werden und gegebenenfalls deren Gewichtung: Die Zuschlagskriterien sind in den Vergabeunterlagen genannt.
s) Eröffnungstermin: Datum: 01.10.2026, 13:00 Uhr; Ort: Rathaus Nünchritz; Personen, die anwesend sein dürfen: keine - nur elektronische Angebotsabgabe möglich
t) Sicherheiten: gemäß § 9 VOB/A und § 17 VOB/B
u) Finanzierungs- und Zahlungsbedingungen: gemäß § 16 VOB/B
v) Rechtsform einer Bietergemeinschaft: Gesamtschuldnerisch haftend mit bevollmächtigtem Vertreter
w) Verlangte Nachweise für die Beurteilung der Eignung: Der Bieter hat zum Nachweis seiner Fachkunde, Leistungsfähigkeit und Zuverlässigkeit Angaben zu machen gemäß § 8 Nr. 3 Abs. 1 Buchstabe a bis f VOB/A. Der Bewerber hat eine Bescheinigung der Berufs- genossenschaft/Handelsregister / Berufsregister vorzulegen. Bieter, die nicht Ihren Sitz in der BRD haben, haben eine Bescheinigung des für sie zuständigen Versicherungsträgers vorzulegen.
x) Vergabenachprüfstelle: Offizielle Bezeichnung: Landratsamt Meißen; Bereich/Abteilung: VOB-stelle; Straße, Hausnummer: Brauhausstraße 21; Postleitzahl: 01662; Ort: Meißen; Land: DE

Blitzschutz",,,,"VG Nünchritz-Glaubitz, i. A. der Gemeinde Glaubitz",,01612 Glaubitz / DED / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822560,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822560&lotId=LOT-0000
25822740,1,,LOT-0000,competition,cn-standard,2026-09-16T07:01:15Z,2026-09-16 09:01:15+02:00,lot,45,45,"43,44,71",,Reichenbach bis Betonstraße (mit Radweg) - 3.BA und Reichenbach-Behringen Radweg,"Die Vergabestelle gibt bekannt, dass die Ausschreibung: ""Reichenbach bis Betonstraße (mit Radweg) - 3.BA und Reichenbach-Behringen Radweg"" mit der Vergabenummer: ""210023 - III"" in der Vergabeart: ""Öffentliche Ausschreibung"" aufgehoben wurde.

Straßenbau/ Tiefbau/ Erschließung (Komplettleistung),Straßenbau,Fußwege/ Radwege,Entwässerungskanäle,Trinkwasserleitungen",,,,WAZV Mittleres Nessetal,,99820 Hörselberg-Hainich OT Reichenbach/Behringen / DEG / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822740,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822740&lotId=LOT-0000
25823764,1,,LOT-0000,competition,cn-standard,2026-09-16T07:01:14Z,2026-09-16 09:01:14+02:00,lot,45,45,"43,44,71",,,küchentechnische Anlage,,,,Zentrale Vergabestelle Germersheim - Bellheim - Jockgrim - Rülzheim,,Bellheim / DEB / DEU,beabsichtigte Beschränkte Ausschreibung,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25823764,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25823764&lotId=LOT-0000
25822564,1,,LOT-0000,competition,cn-standard,2026-09-16T07:01:14Z,2026-09-16 09:01:14+02:00,lot,45,45,"43,44,71",,"Kompetenzzentrum Stein, Los 06 - Fenster, Außentüren, PR-Konstruktion","a) Auftraggeber:  Offizielle Bezeichnung: Landratsamt Bautzen; Bereich/Abteilung: Zentrale Vergabestelle; Straße, Hausnummer: Bahnhofstraße 9; Postleitzahl: 02625; Ort: Bautzen; Land: DE; Telefon: +49 3591-5251-23312; Fax: +49 3591-5250-23312; Internet-Adresse: https://www.landkreis-bautzen.de; E-Mail: vergabe2@lra-bautzen.de
b) Vergabeart: Öffentliche Ausschreibung
c) Angebote können nur elektronisch abgegeben werden.
d) Art des Auftrages: Hochbau: Fenster, Außentüren, PR-Konstruktion
e) Ort(e) der Ausführung: Offizielle Bezeichnung: Kompetenzzentrum Stein; Straße, Hausnummer: August-Bebel-Straße 17; Postleitzahl: 01877; Ort: Demitz-Thumitz; Land: DE
f) Art und Umfang der Leistung: Der Landkreis Bautzen plant die Modernisierung und Weiterentwicklung der Sächsischen Steinmetzschule Demitz-Thumitz zum Kompetenzzentrum Stein.

Die Leistung umfasst die Lieferung und Montage von Aluminiumfenstern, Außentüren, Fensterbänken, außenliegenden Raffstores sowie Aluminium-Pfosten-Riegel-Fassaden einschließlich Verglasungen, Beschlägen, Befestigungen und Baukörperanschlüssen.

Für o.g. Los ist mit folgenden Grobmengen zu rechnen:
 
Aluminiumfenster:
• ca. 25 St Aluminiumfenster bzw. Festverglasungen in unterschiedlichen Abmessungen
• davon ca. 21 St Fenster/Festverglasungen im Anbau Schule
• ca. 4 St Kippfenster im CNC-Gebäude
• hochwärmegedämmte Aluminium-Profilsysteme
• Sonnenschutz- und Sicherheitsverglasungen entsprechend Einbausituation
• Oberfläche pulverbeschichtet, RAL 7043

Sonnenschutz:
• ca. 11 St motorisch betriebene Raffstores/Außenjalousien
• Aluminium-Z-Lamellen, Motorantrieb 230 V
• einschließlich Kästen, Führungsschienen, Halterungen und Funktionsprüfung

Fensterbänke:
• ca. 23 St Naturstein-Außenfensterbänke aus Lausitzer Granit
• ca. 23 St Naturstein-Innenfensterbänke aus Lausitzer Granit
• ca. 8 St weitere Fensterbänke im CNC-Gebäude

Außentüren:
• 3 St thermisch getrennte Aluminium-Außentüren, davon 1 St mit festverglastem Seitenteil
• 2 St Stahl-Außentürelemente im Bereich CNC-Gebäude/Schauer, davon 1 St einflügelig und 1 St zweiflügelig
• teilweise als Notausgangstüren mit Fluchttürbeschlägen
• einschließlich Türschließern, Beschlägen, Schwellen- und Baukörperanschlüssen

Pfosten-Riegel-Fassaden:
• ca. 60 m2 thermisch getrennte Aluminium-Pfosten-Riegel-Fassade
• 2 Fassadenbereiche mit jeweils ca. 30 m2
• sichtbare Profilbreite ca. 60 mm
• Mehrscheiben-Isolierverglasung sowie opake und wärmegedämmte Paneelfelder
• einschließlich Pfosten, Riegel, Druckleisten, Deckschalen, Konsolen, Befestigungen und Baukörperanschlüsse
• zusätzlich ca. 50 m Anschluss-, Sockel-, Laibungs- und Sturzbleche

Sonstige Leistungen:
• Werkstatt- und Montageplanung sowie Aufmaß und technische Bearbeitung
• erforderliche statische und bauphysikalische Nachweise
• Dokumentations-, Wartungs- und Bedienungsunterlagen
• Bauteilschutz bis zur Abnahme
• Nachjustierung der Fenster- und Türelemente nach ca. einem Jahr

Mit dem Angebot ist einzureichen:
• Formblatt (FB) 213 - Angebotsschreiben
• Teile der Leistungsbeschreibung: Leistungsverzeichnis/Leistungsprogramm (LV)
• Bieterangabenverzeichnis
• Produktdatenblätter angebotener Fabrikate/ Produkte, Prüfzeugnisse lt. LV
• ggf. GAEB-Datei 
• FB 124 - Eigenerklärung zur Eignung
• FB 221 und/ oder 222 - Angaben zur Preisermittlung

Folgende Erklärungen werden Ihnen zur Verfügung gestellt und sind dem Angebot im Bedarfsfall entsprechend der Aufforderung zur Abgabe eines Angebots (FB 631) beizufügen:
• FB 233 - Verzeichnis der Nachunternehmerleistungen
• FB 234 - Erklärung Bieter-/Arbeitsgemeinschaft
• FB 235 - Verzeichnis der Leistungen/Kapazitäten anderer Unternehmen

Konkretisierung Nachforderung (Punkt 3.3 FB 211):
Eine Nachforderung von Unterlagen ist teilweise ausgeschlossen.

Eine Nachforderung von Unterlagen erfolgt im Rahmen von § 16a VOB/A.
Eine Nachforderung des Angebotsschreibens sowie Teilen davon und/ oder des Leistungsverzeichnisses sowie Teilen davon erfolgt nicht.
Eine Nachforderung fehlender Preisangaben nach § 16a Abs. 2 VOB/A bleibt hiervon unberührt.

Hinweis zur Einreichung von Nebenangeboten:
Nebenangebote müssen auf einer besonderen Anlage eingereicht u. als solche deutlich gekennzeichnet werden (vgl. §13 Abs. 3 Satz 2 VOB/A). Sie sind nur in Verbindung mit einem Hauptangebot zugelassen.
Die Gleichwertigkeit der angebotenen mit der vorgegebenen Konstruktion ist durch Detailzeichnungen, Muster und System-Prüfzeugnisse mit Angebotsabgabe nachzuweisen.

Alle weiteren Einzelheiten entnehmen Sie bitte den beigefügten Verdingungsunterlagen.
g) Es werden Planungsleistungen gefordert: Werkplanung: bis 02.12.2026
h) Aufteilung in mehrere Lose: nein
i) Ausführungsfristen: Beginn: 23.11.2026, Ende: 26.02.2027, Werkplanung: bis 02.12.2026
j) Gegebenenfalls Angaben nach § 8 Absatz 2 Nummer 3 zur Nichtzulassung von Nebenangeboten: Entfällt, da Nebenangebote zugelassen sind.
k) Gegebenenfalls Angaben nach § 8 Absatz 2 Nummer 4 zur Nichtzulassung der Abgabe mehrerer Hauptangebote: Entfällt, da die Abgabe mehrerer Hauptangebote zugelassen ist.
 l) Stelle, bei der die Vergabeunterlagen angefordert werden können: Die Vergabeunterlagen werden auf der Vergabeplattform evergabe.de bereitgestellt. Ein unentgeltlicher Abruf ohne Registrierung ist möglich unter https://www.evergabe.de/unterlagen/3454354/zustellweg-auswaehlen.
m) Kosten für Vervielfältigungen der Vergabeunterlagen: entfällt
n) entfällt
o) Frist für den Eingang der Angebote: 07.10.2026, 10:00 Uhr; Bindefrist: 17.11.2026
p) Elektronische Angebote sind auf der Vergabeplattform evergabe.de abzugeben.
q) Angebote sind abzufassen in: Deutsch
r) Zuschlagskriterien, sofern diese nicht in den Vergabeunterlagen genannt werden und gegebenenfalls deren Gewichtung: Zuschlagskriterium ist, bei Erfüllung aller Anforderungen, der Preis.
s) Eröffnungstermin: Datum: 07.10.2026, 10:00 Uhr; Ort: elektronische Öffnung über eVergabe.de; Personen, die anwesend sein dürfen: keine
t) Sicherheiten: gem. Ausschreibungsunterlagen und VOB/B
u) Finanzierungs- und Zahlungsbedingungen: gem. Ausschreibungsunterlagen und VOB/B
v) Rechtsform einer Bietergemeinschaft: nicht angegeben
w) Verlangte Nachweise für die Beurteilung der Eignung: Präqualifizierte Unternehmen führen den Nachweis der Eignung durch den Eintrag in die Liste des Vereins für die Präqualifikation von Bauunternehmen e.V. (Präqualifikationsverzeichnis). Bei Einsatz von Nachunternehmen ist auf gesondertes Verlangen nachzuweisen, dass diese präqualifiziert sind oder die Voraussetzung für die Präqualifikation erfüllen. Nicht präqualifizierte Unternehmen haben als vorläufigen Nachweis der Eignung mit dem Angebot das ausgefüllte Formblatt 124 VHB Bund Ausgabe 2017 – Stand 2019 &#39;&#39;Eigenerklärung zur Eignung&#39;&#39; vorzulegen. Bei Einsatz von Nachunternehmen sind auf gesondertes Verlangen die Eigenerklärungen auch für diese abzugeben. Sind die Nachunternehmen präqualifiziert, reicht die Angabe der Nummer, unter der diese im Präqualifikationsverzeichnis (s.o.) geführt werden. Gelangt das Angebot in die engere Wahl, sind die Eigenerklärungen (auch die der Nachunternehmen) auf gesondertes Verlangen durch Vorlage der in der &#39;&#39;Eigenerklärung zur Eignung&#39;&#39; genannten Bescheinigungen zuständiger Stellen zu bestätigen. Bescheinigungen, die nicht in deutscher Sprache abgefasst sind, ist eine Übersetzung in die deutsche Sprache beizufügen. Das Formblatt &#39;Eigenerklärungen zur Eignung&#39; ist erhältlich: Siehe Vergabeunterlagen; ZU BEACHTEN: Der Bieter hat zum Nachweis seiner Fachkunde, Leistungsfähigkeit u. Zuverlässigkeit MIT ANGEBOTSABGABE die Eigenerklärung zur Eignung mit folgenden Angaben einzureichen: I. Verpflichtende Eignungsnachweise (Der Nachweis der Eignung kann auch mittels Präqualifikationsnachweis (s.o.) geführt werden.): 1.1. Angabe, dass nachweislich keine schwere Verfehlung begangen wurde, die die Zuverlässigkeit in Frage stellt; 1.2. Angaben zur Zahlung von Steuern, Abgaben und Beiträgen zur Sozialversicherung; 1.3. Angabe zu Insolvenzverfahren und Liquidation; 2.1. Angaben zu Registereintragungen; 2.2. Angabe zur Mitgliedschaft bei der Berufsgenossenschaft; 4.1. Vorlage geeigneter Referenzen über die Ausführung von Bauleistungen in den letzten 5 Kalenderjahren, die mit der zu vergebenden Leistung vergleichbar sind.; 4.2. Angabe zu Arbeitskräften + II. Ergänzende Eignungsnachweise: 1. Angabe der technischen Fachkräfte oder der technischen Stellen, die im Zusammenhang mit der Leistungserbringung eingesetzt werden sollen; 2. Beschreibung der technischen Ausrüstung des Unternehmens; 3. Beschreibung der Maßnahmen zur Qualitätssicherung des Unternehmens; 4. Angabe, welche Teile des Auftrags ich/wir an Unterauftrag-/Nachunternehmer vergeben beabsichtige(n). +++ HINWEIS: Gem. § 3 Abs. 1 SächsVergabeG ist grundsätzlich die Eigenerklärung vorzulegen. Bitte verwenden Sie hierfür das Ihnen zur Verfügung gestellte Formblatt 124 - Eigenerklärung zur Eignung der Angebotsheftung.
x) Vergabenachprüfstelle: Offizielle Bezeichnung: Landesdirektion Sachsen, Dienststelle Dresden; Bereich/Abteilung: Referat 39; Straße, Hausnummer: Stauffenbergallee 2; Postleitzahl: 01099; Ort: Dresden; Land: DE

Türen (Rauchschutz/ Brandschutz),Naturstein/ Steinmetz,Fenster/ Türen (Metall),Pfosten-Riegel-Fassade,Sonnenschutzeinrichtungen (außen),Verglasung,Beschläge",,,,Landratsamt Bautzen,,01877 Demitz-Thumitz / DED / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822564,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822564&lotId=LOT-0000
25825458,1,,LOT-0000,competition,cn-standard,2026-09-16T07:01:13Z,2026-09-16 09:01:13+02:00,lot,45000000,45000000,,,FB.RayBarracks.Entsorgung von Haufwerken,"Allgemeine Regelungen für Bauarbeiten jeder Art (DIN 18 299);

Entsorgung Haufwerke",,,,"Landesbetrieb Bau und Immobilien Hessen, Niederlassung Mitte Zentrale Vergabe",,"Friedberg, Frankfurter Strasse / DE7 / DEU",de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825458,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25825458&lotId=LOT-0000
25822568,1,,LOT-0000,competition,cn-standard,2026-09-16T07:01:12Z,2026-09-16 09:01:12+02:00,lot,45,45,"43,44,71",,Erneuerung Zentralkälte | Erzgebirgsklinikum gGmbH Haus Annaberg,"Der Auftraggeber Erzgebirgsklinikum gGmbH, Chemnitzer Str. 15, 09456 Annaberg-Buchholz, Deutschland gibt in dem Vergabeverfahren mit der Vergabenummer VE01 zu der am 13.08.2026 07:06 Uhr auf www.evergabe.de (Vergabe-ID: 3437229) veröffentlichten Bekanntmachung mit dem Titel ""Erneuerung Zentralkälte | Erzgebirgsklinikum gGmbH Haus Annaberg"" folgende Berichtigung bekannt:
Die Abgabefrist wird auf den 21.09.2026 um 13:00 Uhr verlängert.


Klimatechnik-/ Lüftungstechnik,Kältetechnik",,,,Erzgebirgsklinikum gGmbH,,09456 Annaberg-Buchholz / DED / DEU,de-open,false,,,,,,,Extract from eForms XML,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822568,https://oeffentlichevergabe.de/ui/de/search/details?noticeId=25822568&lotId=LOT-0000
