noticeIdentifier,noticeVersion,lotIdentifier,procedureIdentifier,formType,noticeType,publicationDate,matchedVia,matchedCpvCodes,internalIdentifier,title,description,mainNature,estimatedValue,estimatedValueCurrency
25831914,1,LOT-0000,,competition,cn-standard,2026-09-17T07:01:28Z,lot,"[""45""]",,IAF Freiburg - RV Reinraumdecken und -wände 91-60000-2050-350,"RV Reinraumdecken und -wände 91-60000-2050-350

IAF Freiburg - RV Reinraumdecken und -wände 91-60000-2050-350",,,
25831946,1,LOT-0000,,competition,cn-standard,2026-09-17T07:00:47Z,lot,"[""45112200"", ""45112400"", ""45112420"", ""45112500"", ""45232130"", ""45232400"", ""45232410"", ""45232411"", ""45232440"", ""45232450"", ""45232451"", ""45232452"", ""45233222""]",,Bauliche Verbesserung Georgswerder Bogen 9,"Der Landesbetrieb Straßen, Brücken und Gewässer (LSBG) ? Fachbereich Deich- und Wasserbau ? plant auf dem Grundstück Georgswerder Bogen 9, Flurstück 786, die zukünftige Unterbringung der Deichunterhaltung.
Zur Unterbringung von Fahrzeugen, Geräten und Materialien der Deichunterhaltung ist der Neubau einer Halle mit den Abmessungen von ca. 12,00 m × 15,00 m vorgesehen.
Gegenstand dieser Ausschreibung sind die vorbereitenden Baumaßnahmen für den geplanten Hallenneubau sowie die Erstellung von 5 PKW-Stellplätzen. Hierzu gehören insbesondere:
? Rückbauarbeiten im Bereich des zukünftigen Hallenstandortes,
? Erd- und Geländeprofilierungsarbeiten,
? Herstellung der Streifenfundamente einschließlich erforderlicher Nebenarbeiten,
? Sielbauarbeiten,
? Pflaster- und Befestigungsarbeiten im Umfeld der Halle.

Bauliche Verbesserung Georgswerder Bogen 9",,,
25831954,1,LOT-0000,,competition,cn-standard,2026-09-17T07:01:03Z,lot,"[""45""]",,"Waldbrunn ""Umbau und Sanierung des Klosterhofs'' - Schlosserarbeiten","Schlosserarbeiten für den Umbau und die Sanierung des Klosterhofs in Waldbrunn

Waldbrunn ""Umbau und Sanierung des Klosterhofs'' - Schlosserarbeiten",,,
25831958,1,LOT-0000,,competition,cn-standard,2026-09-17T07:01:03Z,lot,"[""45""]",,Haus Freudenberg Förderschule-Sanierung Klassen-Putzarbeiten,"'-

Haus Freudenberg Förderschule-Sanierung Klassen-Putzarbeiten",,,
25831962,1,LOT-0000,,competition,cn-standard,2026-09-17T07:00:37Z,lot,"[""45112000"", ""45234100"", ""45234116"", ""45262310""]",,"Ern. zwei Stützwände in Feldafing, Strecke 5504, km 34,970 bis 35,180","Erneuerung von zwei Stützwänden zwischen Tutzing und Starnberg am Haltepunkt Feldafing, zweigleisige elektrifizierte Strecke
Länge: bahnlinks190m bzw. bahnrechts 40m
Tiefgründung als aufgelöste Bohrpfahlwand D=90cm, Länge ca. 1000m
Aushub ca. 5500m³
Hinterfüllung ca. 6200m³

Ern. zwei Stützwände in Feldafing, Strecke 5504, km 34,970 bis 35,180",,,
25831984,1,LOT-0000,,competition,cn-standard,2026-09-17T07:00:50Z,lot,"[""45""]",,Deckenbau 2026,"Deckenbauarbeiten an Kreisstraßen DON 5 (Ortsdurchfahrt Dürrenzimmern), DON 24/25 (Gansheim - Burgmannshofen), DON 12 (Wallerstein - Birkhausen) und DON 9 (Mönchsdeggingen - Schaffhausen)

Wichtiger Hinweis: Die Ausschreibung beinhaltet vier Lose. Aus innerorganisatorischen Gründen entfällt in der konkreten Benennung das Los 1. Ein Los 1 existiert somit namentlich nicht. 
Die Lose lauten Los 2, Los 3, Los 4 und Los 5.

Deckenbau 2026",,,
25831988,1,LOT-0000,,competition,cn-standard,2026-09-17T07:00:53Z,lot,"[""45""]",,Sanierung Radweg RDE,"Sanierung und Oberflächenherstellung diverser Wege im ?Radnetz Deutschland? ? insbesondere dem Radfernweg Deutsche Einheit (RDE)

Sanierung Radweg RDE",,,
25831992,1,LOT-0000,,competition,cn-standard,2026-09-17T07:00:58Z,lot,"[""45""]",,Sanierung und Erweiterung der Grundschule Bremervörde - Aufzuganlage,"Im Zuge der Baumaßnahme erforderlicher Einbau einer Aufzuganlage.

Sanierung und Erweiterung der Grundschule Bremervörde - Aufzuganlage",,,
25831996,1,LOT-0000,,competition,cn-standard,2026-09-17T07:00:53Z,lot,"[""45""]",,"Haus Freudenberg Förderschule - Heizung, Sanitär, Lüftung","Aufstockung Schulgebäude 1 (Neubau)

Haus Freudenberg Förderschule - Heizung, Sanitär, Lüftung",,,
25832000,1,LOT-0000,,competition,cn-standard,2026-09-17T07:00:58Z,lot,"[""45""]",,Haus Freudenberg Förderschule-Aufstockung Schulgeb.-Estricharbeiten,"'-

Haus Freudenberg Förderschule-Aufstockung Schulgeb.-Estricharbeiten",,,
25832138,1,LOT-0000,,competition,cn-standard,2026-09-17T07:00:46Z,lot,"[""45233222-1 45233222-1""]",,"Kreisstraße LA 26, Umgehung Ergolding","Verkehrswegebau-, Asphaltarbeiten, Tiefbau- und Pflasterbauarbeiten",,,
25832142,1,LOT-0000,,competition,cn-standard,2026-09-17T07:01:38Z,lot,"[""45262320-0""]",,Estrich,Estricharbeiten,,,
25832158,1,LOT-0000,,competition,cn-standard,2026-09-17T07:01:38Z,lot,"[""45232460-4""]",,Sanitär,"Klempner-/Spenglerarbeiten, Gas- Wasser- und Entwässerungsanlagen",,,
25832174,1,LOT-0000,,competition,cn-standard,2026-09-17T07:00:50Z,lot,"[""45""]",,47311 Med.-Gase,Medientechnik,,,
25832198,1,LOT-0000,,competition,cn-standard,2026-09-17T07:01:26Z,lot,"[""45""]",,"Fachkrankenhaus für Psychiatrie und Neurologie Altsch.,Haus 16,Probewohnen","Elektroinstallation Haus 16

Fachkrankenhaus für Psychiatrie und Neurologie Altsch.,Haus 16,Probewohnen",,,
25832208,1,LOT-0000,,competition,cn-standard,2026-09-17T07:00:49Z,lot,"[""45""]",,LVR Klinik Köln Instandhaltung Aufzugsanlagen,"Instandhaltung Aufzugsanlagen

LVR Klinik Köln Instandhaltung Aufzugsanlagen",,,
25832388,1,LOT-0000,,competition,cn-standard,2026-09-17T19:00:04Z,lot,"[""45""]",,67-0972-26 Parkplatz Jädekamp;  Parkplatz Jädekamp Entsiegelung 2026,"Abbruch Asphalt, ca. 2250 m²
Rückbau Tragschicht, ca. 2520 m²
Rückbau Pflasterrinen, ca. 110 m²
Rückbau Bord, ca. 144 m
Abbau Straßenlaternen, ca. 12 Stück
Vorbereitung Vegetationsflächen, ca. 2520 m²
Anlage Wiesenansaat auf Schottertragschicht, ca. 600 m²
Heckenpflanzung, ca. 450 m²

Entsiegelung",,,
25d2e6c2-5cf0-430d-b4d6-fca7dc517bfa,01,LOT-0001,25d2e6c2-5cf0-430d-b4d6-fca7dc517bfa,competition,cn-standard,2026-09-17T02:12:16Z,lot,"[""45442100"", ""45442110"", ""45442180""]",0001,"Los 1: KG, EG, 1. OG, TRH","'- Wände (spachteln, Anstrichvlies, Beschichtung) ca. 3.200 m²  
- Decken (Grundierung, Beschichtung) ca. 1.400 m²
- Deckenfriese (Schachtelung, Grundierung, Beschichtung) ca. 1.000 lfm
- Türzargen lackieren ca. 52 Stk.

Die Arbeiten sind mit mindesten 7 Arbeitskräften gleichzeitig zu kalkulieren. 

Angebote sind nur für ein Los möglich. Bietet ein Unternehmen mehr als ein Los an, werden alle Angebote von diesem ausgeschlossen. 

Ausführungszeitraum: 
02.11.2026 - 18.12.2026",works,,
25d2e6c2-5cf0-430d-b4d6-fca7dc517bfa,01,LOT-0002,25d2e6c2-5cf0-430d-b4d6-fca7dc517bfa,competition,cn-standard,2026-09-17T02:12:16Z,lot,"[""45442100"", ""45442110"", ""45442180""]",0002,Los 2: 2. OG,"'- Wände (spachteln, Anstrichvlies, Beschichtung) ca. 3.400 m²  
- Decken (Grundierung, Beschichtung) ca. 570 m²
- Deckenfriese (Schachtelung, Grundierung, Beschichtung) ca. 810 lfm
- Türzargen lackieren ca. 29 Stk. 

Die Arbeiten sind mit mindesten 7 Arbeitskräften gleichzeitig zu kalkulieren. 

Angebote sind nur für ein Los möglich. Bietet ein Unternehmen mehr als ein Los an, werden alle Angebote von diesem ausgeschlossen. 

Ausführungszeitraum: 
02.11.2026 - 18.12.2026",works,,
278f0206-c315-4cf4-9ef3-eb693391a4b8,01,LOT-0001,6938dfed-1156-43f4-a341-c75ce53b8e1e,competition,cn-standard,2026-09-17T02:08:37Z,lot,"[""45000000"", ""45214000"", ""45214220"", ""45262100"", ""45262110"", ""45262120""]",e5fc3600-523b-4e5b-8760-3972b24d5ecd,Pommernstr. 10 - Neubau Schulzentrum Südwest / 2.BA - B3.0104 Gerüstarbeiten III,"'- Arbeitsgerüste SW09 auf Dachflächen ca. 1.580 m²
- Dachfanggerüste/Schutznetze ca. 480 m
- 20 × Überbrückungen aus Systemgitterträgern
- 4 × Gerüsttreppen, H = 3–4 m
- 10 × Raumgerüste, Grundfläche gesamt ca. 264 m², H = 3–7 m
- Lastverteilungs- und Schutzmaßnahmen auf Gründächern
- Standsicherungsmaßnahmen ohne Bauwerksverankerung
",works,,
28c16d8b-986e-450a-b0fe-8bb6fbe81643,1,LOT-0000,a29ad70f-c3c2-4198-901b-8f3ba4e82f31,competition,cn-standard,2026-09-17T11:22:06Z,lot,"[""45000000""]",2023001-017,"Sanierung Wohnhaus Löfflerstraße 2, 07381 Pößneck (Los 17 - Bodenbeläge)","ca. 300 m2 Designbelag für Wohnungen inkl. Vorbereitung Bestandsdielung, Schüttung; Ausgleichsspachtelung, Sockelleisten etc.
ca. 25 m2 Designbelag für Flure und Treppenpodeste inkl. Vorbereitung Untergründe, Verlegeplatten, Sockelleisten etc.
60 Trittstufen inkl. Vorbereitung, Grundierung und Belegung mit Designbelag, Sockelleisten etc.",works,,
2ec72e04-2064-42f6-8201-e65fe2ae832f,01,LOT-0001,13640e11-2bae-46aa-af68-ac4681343d66,competition,cn-standard,2026-09-17T02:12:04Z,lot,"[""45261210"", ""45261300""]",78-2026,Neubau Leoschule - Dachabdichtungs- und Klempnerarbeiten,"Die Arbeiten umfassen im Wesentlichen die Herstellung einer Dampfsperrschichten, mineralischen Wärmedämm- und Gefälledämmsystemen sowie einer einlagigen FPO-Kunststoffdachabdichtung für extensive Dachbegrünungen und Photovoltaikanlagen. Bestandteil der Leistung sind zudem sämtliche Anschlüsse an Attiken, aufgehende Bauteile, Lichtbänder, Dachausstiege, Türanschlüsse sowie die fachgerechte Ausbildung aller erforderlichen Abdichtungsdetails und Durchdringungen.   Weiterhin umfasst die Ausschreibung die Lieferung und Montage der Dachentwässerung mit Haupt- und Notentwässerung einschließlich Dachabläufen, Attika-Notüberläufen sowie sämtlicher Anschluss- und Abdichtungsarbeiten. Ebenso enthalten sind Dachausstiege mit wärmegedämmter Dachluke und Scherentreppe, auflastgehaltene Photovoltaik-Unterkonstruktionen, Attikaabdeckungen aus Aluminium einschließlich Unterkonstruktionen und Formteilen sowie permanente Absturzsicherungsanlagen mit Seilsicherungssystemen, Sicherheitsausrüstung und Schutzgeländern.   Zum Leistungsumfang gehören darüber hinaus extensive Dachbegrünungen mit Schutz-, Drän-, Filter- und Vegetationstragschichten, Ansaat- und Bepflanzungsarbeiten, Kies- und Plattenbeläge sowie die Fertigstellungspflege der Vegetationsflächen. Ergänzend sind sämtliche Nebenleistungen wie Gefälledämmplanung, Entwässerungsberechnungen, statische Nachweise für die PV-Unterkonstruktion, Dichtigkeitsprüfungen der Dachabdichtung, Dokumentationsleistungen einschließlich Wartungs- und Pflegeunterlagen sowie die Wartung und Inspektion der Dachabdichtungs-, Entwässerungs-, Begrünungs- und Absturzsicherungssysteme über mehrere Jahre Bestandteil der ausgeschriebenen Leistungen.",works,,
306f3409-8c61-47c2-982d-506e7c8d9d26,01,LOT-0001,424385f1-b324-4b22-af01-9627f14b0236,competition,cn-standard,2026-09-17T02:08:18Z,lot,"[""45443000""]",1,Los 1: Sulz.3073 Metallbau Fassade SW Sulzbach II,"Fassaden und Klempnerarbeiten am Schöpfwerk Sulzbach II:
-	Edelstahlfassade inklusive Unterkonstruktion, ca. 245 m2.  
Technische Bearbeitung:
-	Planungsleistungen, Dokumentation",works,,
306f3409-8c61-47c2-982d-506e7c8d9d26,01,LOT-0002,424385f1-b324-4b22-af01-9627f14b0236,competition,cn-standard,2026-09-17T02:08:18Z,lot,"[""45443000""]",2,Los 2: SteiEA.4038 Metallbau Fassade SteiEA,"Fassaden und Klempnerarbeiten am Ein- und Auslaufbauwerk:
Fertigung und Montage folgender Elemente: 
-	Edelstahlfassade inklusive Unterkonstruktion, ca. 160 m2 
-	Dachdeckung, Edelstahlelemente auf Unterkonstruktion ca. 70m2 
-	Dachabdichtungs- und Dachdeckerarbeiten, Unterdach, Edelstahldach- Rollnahtgeschweißt ca. 65m2 
-	Dachverglasung, Oberlicht, ca.  14m2 
-	Dachabläufe
-	Türen, Tapetentüren, mit Bekleidung Edelstahlfassade 2 Stück
-	Herstellen des Blitzschutzes, Anschluss an Erdung. 
Technische Bearbeitung:
-	Planungsleistungen, Dokumentation",works,,
306f3409-8c61-47c2-982d-506e7c8d9d26,01,LOT-0003,424385f1-b324-4b22-af01-9627f14b0236,competition,cn-standard,2026-09-17T02:08:18Z,lot,"[""45443000""]",3,Los 3: PaRe.3009 Metallbau Fassade SW Alte Kinsach,"Fassaden und Klempnerarbeiten am Schöpfwerk Alte Kinsach: 
Fertigung und Montage folgender Elemente: 
-	Edelstahlfassade inklusive Unterkonstruktion, ca. 520m2 
-	Dachdeckung, Edelstahlelemente auf Unterkonstruktion ca. 180m2 
-	Dachabdichtungs- und Dachdeckerarbeiten, Unterdach, Edelstahldach- Rollnahtgeschweißt ca. 180m2 
-	Dachabläufe 
-	Herstellen des Blitzschutzes, Anschluss an Erdung.
Technische Bearbeitung: 
-	Planungsleistungen, Dokumentation",works,,
30e9354f-7774-4e66-ac23-6ebcade5e059,01,LOT-0001,bae7f365-c3e4-4f4d-ae8b-b531dca9519d,competition,cn-standard,2026-09-17T02:08:08Z,lot,"[""45000000"", ""45223300""]",ZVSt-2026-B56,GAZ - Los 34 (Außenanlagen),"Es wird ein 3-geschossiges, rechteckiges Gebäude aus Stahlbeton errichtet. Das EG und das 1.OG erhalten eine kerngedämmte Fassade mit Verblendmauerwerk, das 2.OG erhält eine hinterlüftete Metallfassade. Das 2.OG kragt auf der Nordseite um ca. 2,5m aus. Das Dach besteht aus einem Flachdach auf dem Haustechnikgeräte verortet sind und einem Satteldach mit geringer Neigung unter 5 Grad. Beide Dächer sind mit PV-Modulen belegt und erhalten eine extensive Dachbegrünung.

- BGF: ca. 4.550 qm
- Gebäudeabmessung: ca. 62,5 m x 24,0 m",works,,
38a59c9c-86eb-4411-960b-dcb25976e2c3,01,LOT-0000,e7a298df-187a-4362-acb4-e850a08a5abd,competition,cn-standard,2026-09-17T02:08:47Z,lot,"[""45000000"", ""45221100"", ""45221110"", ""45221111"", ""45233110""]",LOT-0000,Ersatzneubau BW50 Hauptmaßnahme - BMP,"Ersatzneubau BW50 Hauptmaßnahme - BMP
alle Arbeiten zum Rückbau des bestehenden Bauwerks und der 
dazugehörigen Verkehrswege, der Herstellung des Ersatzneubaus BW 50 (TBW 1-4) sowie Wiederherstellung der A3 und A93 im Bereich der Baumaßnahme.",works,,
39ce80d8-6d2b-4282-9ee7-2a41fe6612a5,01,LOT-0001,8ace5052-6e97-4fcd-96a8-90d688278888,competition,cn-standard,2026-09-17T02:10:04Z,lot,"[""45331000"", ""45332400""]",2026/24,"Erweiterung Grundschulcampus Wildau - Los 13 - Heizung, Sanitär","Los 13 - Heizung, Sanitär  Inhalt der Ausschreibung ist die Herstellung von Heizungs- und Sanitäranlagen für den Neubau der Grundschule und Sporthalle.   Leistungsumfang:  Sanitärinstallation:  - Herstellung Grundleitungen außen  - Fettabscheideranlagen für Austeilküche und Lehrküche  - Ausrüstung Sanitär - Behindertengerechte Ausstattung  - Be- und Entwässerung  Heizungsinstallation:  - Wärmeerzeugungsanlage - Wärmeverteilungsanlage  - Fußbodenheizung  - Gasinstallation   zu den Ausführungszeiten:  - Erstellung und Übergabe Werk- und Montageplanung: 04.01.2027 bis 29.01.2027 - Ausführung / Montage Baustelle: 08.04.2027 bis 27.10.2028",works,,
3b370605-9999-418b-9725-15a6689be5f6,01,LOT-0001,280ede57-225e-4ba2-8ee5-d692466026ec,competition,cn-standard,2026-09-17T02:12:09Z,lot,"[""45212190""]",89-2026,Neubau Leoschule - Dachfenster und Sonnenschutz,"Die Arbeiten umfassen die Lieferung und Montage von passivhaustauglichen Glasdachkonstruktionen mit hochwärmedämmender Dreifachverglasung, einschließlich öffenbarer RWA- und Lüftungsflügel, Antriebstechnik, Steuerungen, Notstromversorgung sowie aller erforderlichen Anschluss- und Abdichtungsarbeiten.  Ergänzend hierzu sind außenliegender, motorisch betriebener Sonnenschutz zur Verschattung der Glasdächer einschließlich Steuerungs-, Sensorik- und Elektrotechnik vorgesehen. Zum Leistungsumfang gehören außerdem die Werk- und Montageplanung, statische Nachweise, Inbetriebnahmen, behördliche Abnahmen sowie die Wartung der RWA- und Sonnenschutzanlagen.",works,,
3d7e1921-b3e0-4e9d-a1e5-1e7fc7506085,01,LOT-0000,fa53e2e6-a4d2-48fb-a3a1-22c13709eab2,competition,cn-standard,2026-09-17T02:12:11Z,lot,"[""45000000""]",LOT-0000,BA II_Abbruch- und Erdarbeiten,"ca. 500 m³ Beton- und Stahlbetonabbruch, einschließlich Anzeigerdeckungen, Betriebsnischen und Panzeraufstellfläche, 
ca. 1.500 m Rückbau vorhandener Entwässerungsleitungen
ca. 45.000 m² Grasnarben-/Oberbodenarbeiten
ca. 6.000 m³ Bodenabtrag in den Standflächen 
ca. 2.400 m³ Abtrag/Profilierung bestehender Seitenwälle
ca. 2.900 m³ Frostschutzschicht 0/32 für die Standflächen
ca. 8.500 m² Standflächen aus 15 cm Hartsteinsplitt 5/8 mm
ca. 3.030 m² Geozellen mit Splittfüllung 
ca. 11.500 m² Geotextil
ca. 3.500 m² Zielgeländeflächen neu herstellen, mit insgesamt ca. 1.050 m³ Splitt 5/8 mm
ca. 8.000 m Kabelschutzrohre DN/AD 50-110 mm, überwiegend als mehrzügige Rohrpakete, sowie 38 Kabelzugschächte
ca. 2.000 m Dränleitungen DN 100-250 sowie ca. 515 m Regenwasserkanäle DN 100-250, einschließlich Kontroll-, Spül- und Sammelschächten
ca. 42 PP-Kontroll-/Sammelschächte DN 600 sowie rund 16 Stahlbetonschächte DN 1000
ca. 450 m² Betonpflasterflächen sowie ca. 450 m Traufstreifen aus Betonplatten und weitere Anpassungen an Wegen und Verkehrsflächen
ca. 16.200 m² Böschungssicherung/Erosionsschutz an den Seitenwällen
ca. 28.000 m² Landschaftsrasen einschließlich Fertigstellungspflege",works,,
3e63b0f0-bcfc-4c68-b624-b78f4bf8d18a,01,LOT-0001,3e63b0f0-bcfc-4c68-b624-b78f4bf8d18a,competition,cn-standard,2026-09-17T02:08:32Z,lot,"[""45421000"", ""45421100"", ""45422000""]",0001,Sanierung ehem. Kloster St. Michael Pfortenflügel - WC-Anlage Schreinerarbeiten Innentüren,"Für die zu erwartenden Besucherströme nach Eröffnung der Abteikirche soll eine moderne, barrierefrei zugängliche Toilettenanlage entstehen, für deren Realisierung als Standort die ungenutzten Räume der ehemaligen Studentenverbindung im Sockelgeschoss des Pfortenflügels aufgrund ihrer zentralen Lage im Zugangsbereich der Klosteranlage als besonders sinnvoll erachtet werden Für das in Zukunft geplante neue Besucherzentrum ""Kloster Michaelsberg"" wird ein zentrales Entree geschaffen, welches im Sockelgeschoss des Pfortenflügels beheimatet ist und somit im direkten Zugangsbereich zur Klosteranlage liegt. Über ein großzügiges, Rundbogentor mittig des Pfortenflügels betritt der Besucher zunächst einen Vorraum, von welchem rechterhand die neue öffentliche WC-Anlage barrierefrei erreicht werden kann. Eine automatische gläserne Schiebetüranlage, welche der Toranlage hintangestellt ist, dient der klimatischen Trennung. Durch die Wiederherstellung eines ehemaligen, aktuell zugemauerten Durchgangs in der nördlichen Flurwand, gelingt die Anbindung des nördlich hieran angrenzenden, drei Joche breiten wie drei Schiffe tiefen kleinen Gewölbesaals, der ehemals der studentischen Verbindung als Aufenthalt diente. In diesem wird nun die öffentliche Toilettenanlage integriert, wobei über eine zwei Gewölbe einnehmende Erschließungszone sowohl das barrierefreie WC direkt im Zugangsbereich wie auch die im rückwärtigen Bereich befindlichen, jeweils drei Joche einnehmenden Damen - und Herren WC´s erreicht werden. Die, die unterschiedlichen Abschnitte voneinander abgrenzenden, Trenn- und Installationswände sind hierbei stets in den Gewölbescheiteln angeordnet.

Die Bauaufgabe beinhaltet die Herstellung und Montage von 3 Holz-Furniertüren mit wandbündigen Umfassungszargen (Montagezarge bauseits), sowie drei Rahmenfüllungstüren aus Holz, sowie die Herstellung und Montage eines Einbauschranks.",works,,
3ed03b6c-8e72-40b6-9a2f-ac13bcd5070d,1,LOT-0000,c0bcbef8-e3f5-49b4-a82e-2c2dd221b2d7,competition,cn-standard,2026-09-17T10:50:05Z,lot,"[""45000000""]",26A019,"Sanierung Fußboden Glasgang Foyer H2+3, Messe Erfurt",siehe Ausschreibungsunterlagen erläutert.,works,,
3ff5e5a1-30e8-45dc-bd89-bfe4cce6b24d,01,LOT-0001,b69fe9e8-e785-420b-879a-2edb3cdedfbe,competition,cn-standard,2026-09-17T02:06:33Z,lot,"[""45232460"", ""45321000"", ""45332400""]",2026/07/036,KAW Northeim - Neubau Betriebshof - Sanitärarbeiten,Sanitärarbeiten u. a. bestehend aus Sanitärinstallation und Wärmedämmarbeiten,works,,
40138ec9-9e33-4d8b-8356-14db6a067036,1,LOT-0000,bff6d1fc-e947-4291-b340-28313d71ba0d,competition,cn-standard,2026-09-17T13:22:05Z,lot,"[""45000000""]",26/N/0154/GN,"Rahmenvertrag Unterhaltungsmaßnahmen an Gewässern 1. Ordnung - FB Genthin Nord; Gewässerunterhaltung, Holzungen, Kleinschadensbeseitigung, Wegebau","Rahmenvertrag über Gewässer-, Deich- und Anlagenunterhaltung über 4 Jahre mit den folgenden Hauptpositionen (Mengen ca. je Jahr):
Gewässerkrautung mit Krautschneidboot - 200.000 m²
Gewässerkrautung mit Bagger - 25.000 m²
Böschungsmahd mit Traktor und Schlegler - 20.000 m²
Entsorgung Kraut - 600 m³
Holzung (verschiedene Durchmesser) - 20 Stück
Entfernung Windbruch auch aus Gewässer (verschiedene Durchmesser) - 20 Stück
Verbau von Wühltierschäden und Kolken - 60 m³
Lieferung, Transport, Einbau von Oberboden und/oder Kies - 50 m³
Rasenansaat - 1.000 m³
Ländlicher Wegebau (mit Schotter) - 30 m³
Ländlicher Wegebau (mit Betonplatten des AG) 30 m²
.
Hinweise zum Rahmenvertrag:
1. Laufzeit:
Die Laufzeit des Rahmenvertrages von 4 Jahren wird in eine garantierte Vertragslaufzeit von 3 Jahren und optionaler Vertragsverlängerung um 1 Jahr aufgeteilt. Der Auftraggeber kann mit einer einseitigen Erklärung die Option nutzen und den Vertrag entsprechend der Vereinbarung verlängern. Wird die Vertragsverlängerungsoption nicht genutzt, endet der Rahmenvertrag nach Ende der garantierten Vertragslaufzeit bzw. nach der Verlängerung. Vor dem Ende der Vertragslaufzeit abgerufene Leistungen sind auch über das Vertragsende hinaus zu den Bedingungen des Vertrages zu erfüllen.
2. Auftragswert Rahmenvertrag:
Schätzwert Rahmenvertrag: 1.773.100,00 EUR (brutto)
Höchstwert Rahmenvertrag: 2.300.000,00 EUR (brutto)
Die Rahmenvereinbarung verliert ihre Wirkung, wenn der Höchstwert erreicht ist.",works,,
41433073-a582-438c-a4fa-e4d91e5b6b37,01,LOT-0001,872512e3-bc19-4785-ae80-26075aacee56,competition,cn-standard,2026-09-17T02:06:25Z,lot,"[""45200000"", ""45221250""]",2026_SpriG_VS_KMP_E66,Spezialtiefbauarbeiten,"Das Leistungsverzeichnis umfasst Spezialtiefbauarbeiten für folgende Gebäudeteile:  - Bauteil 04 (K7)   Die Spezialtiefbauarbeiten enthalten folgende Leistungen:  - Spezialtiefbauarbeiten - Mikropfähle, Düsenstrahlarbeiten    Wesentliche Arbeiten:  - Erstellung der Tiefgründung für die neue Halle K7 (Mikropfähle)  - Ertüchtigung Bestandsfundamente (Düsenstrahlarbeiten)",works,,
42ab89a4-7c1e-4915-b21c-0e9a5a4314c8,2,LOT-0000,a05a2f1b-d809-4c5a-8b77-381b59b93597,change,cn-standard,2026-09-17T10:06:05Z,lot,"[""45000000""]",ÖAB 399/26-66,Brücke Schwarzburger Straße - Ersatzneubau mit Behelfsumfahrung,"BW 153 - Brücke Schwarzburger Straße in Erfurt
Ersatzneubau mit Behelfsumfahrung
ca. 90 t Stahlbau
ca. 1500 m³ Stahlbeton
ca. 240 t Bewehrungsstahl
ca. 1400 t Betonabbruch
ca. 1500 t nicht gefährlichen Abbruch entsorgen
ca. 10 t gefährlichen Abbruch entsorgen
ca. 5500 m³ Erdarbeiten (Aushub und Entsorgung)
ca. 6000 m³ Erdarbeiten (Verfüllen / Einbau)
ca. 600 m² Asphaltarbeiten
ca. 550 m² Pflasterarbeiten",works,,
42beb090-d7f5-4983-b6f4-63f2a0ba21e3,01,LOT-0000,eacfec24-a334-4376-a8aa-de2356006d42,competition,cn-standard,2026-09-17T02:08:07Z,lot,"[""45331000""]",0,Lüftung - Kälte,"Das Bestandsgebäude wird durch einen Erweiterungsbau, bestehend aus vier oberirdischen
Geschossen und einem Untergeschoss, ergänzt. Der Erweiterungsbau wird an der Südseite über
einen Verbindungsbau an das bestehende Schulgebäude angeschlossen. 
Es werden die innenliegenden Sanitärräume, die Küche
sowie die Technik und Nebenräume im UG, der Mehrzweckraum und zur Einhaltung
der Luftqualität gemäß VDI 6040 die Klassen- und Gruppenräume mechanisch be- und entlüftet.
Dazu sind diverse Lüftungsanlagen vorgesehen.",works,366035.93,EUR
